data_noise,forest_name,forest_seed,scores,shuffle,mean,std
0.4,forest_hyperparams_1,True,[0.5086 0.5442 0.4786 0.54   0.5522],True,0.5247200000000001,0.027404408404488496
0.4,forest_hyperparams_1,True,[0.5374 0.3694 0.4752 0.4368 0.5794],True,0.47963999999999996,0.07388655087361977
0.4,forest_hyperparams_1,True,[0.5154 0.552  0.5252 0.4932 0.546 ],True,0.52636,0.02128
0.4,forest_hyperparams_1,True,[0.5624 0.4784 0.5544 0.4628 0.499 ],True,0.5114,0.040136566868629917
0.4,forest_hyperparams_1,True,[0.558  0.4848 0.4886 0.5842 0.408 ],True,0.5047200000000001,0.061914857667606765
0.4,forest_hyperparams_1,True,[0.4984 0.5128 0.4208 0.4374 0.594 ],True,0.49268,0.061523797021965414
0.4,forest_hyperparams_1,True,[0.4852 0.6046 0.5108 0.4128 0.5066],True,0.504,0.0613909439575578
0.4,forest_hyperparams_1,True,[0.5372 0.5948 0.6268 0.5364 0.5242],True,0.5638799999999999,0.039890971409580915
0.4,forest_hyperparams_1,True,[0.4684 0.4908 0.579  0.5314 0.4954],True,0.513,0.038694495732597416
0.4,forest_hyperparams_1,True,[0.473  0.5028 0.4238 0.533  0.4784],True,0.4822,0.03609609397150891
0.4,forest_hyperparams_1,True,[0.4508 0.5136 0.5186 0.5022 0.5186],True,0.50076,0.02568840983790162
0.4,forest_hyperparams_1,True,[0.5202 0.5632 0.4248 0.5016 0.464 ],True,0.49476,0.04736790474572415
0.4,forest_hyperparams_1,True,[0.393  0.4944 0.4876 0.5672 0.5702],True,0.50248,0.0648802712694699
0.4,forest_hyperparams_1,True,[0.4486 0.4676 0.5774 0.5848 0.5408],True,0.5238400000000001,0.05602933517363917
0.4,forest_hyperparams_1,True,[0.5032 0.624  0.5116 0.5542 0.5018],True,0.5389600000000001,0.04663104545257378
0.4,forest_hyperparams_1,True,[0.5828 0.5406 0.5952 0.4918 0.5364],True,0.5493600000000001,0.03681682224201322
0.4,forest_hyperparams_1,True,[0.6534 0.501  0.4998 0.6076 0.4944],True,0.5512400000000001,0.06635364647101162
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_1,True,[0.5098 0.549  0.4728 0.5424 0.6084],False,0.5364800000000001,0.04501388230312953
0.4,forest_hyperparams_2,True,[0.7298 0.5908 0.7776 0.7334 0.7426],True,0.7148399999999999,0.06428628469588209
0.4,forest_hyperparams_2,True,[0.6868 0.666  0.6974 0.7528 0.7142],True,0.7034400000000001,0.02921407879773037
0.4,forest_hyperparams_2,True,[0.6746 0.677  0.7322 0.8016 0.6696],True,0.711,0.050700532541581834
0.4,forest_hyperparams_2,True,[0.7056 0.7538 0.7062 0.7362 0.6496],True,0.71028,0.035458279710104394
0.4,forest_hyperparams_2,True,[0.7278 0.753  0.7554 0.5872 0.7714],True,0.7189599999999998,0.06734299072657822
0.4,forest_hyperparams_2,True,[0.769  0.6792 0.6816 0.7336 0.7278],True,0.71824,0.03397208265620465
0.4,forest_hyperparams_2,True,[0.7256 0.7068 0.7438 0.6356 0.7774],True,0.7178399999999999,0.04725850611265661
0.4,forest_hyperparams_2,True,[0.6308 0.7386 0.6818 0.802  0.7298],True,0.7166,0.05748752908240187
0.4,forest_hyperparams_2,True,[0.7602 0.7462 0.6448 0.733  0.6954],True,0.71592,0.041589537145777435
0.4,forest_hyperparams_2,True,[0.7064 0.7242 0.7274 0.7468 0.714 ],True,0.7237600000000001,0.01371795903186768
0.4,forest_hyperparams_2,True,[0.6818 0.6912 0.724  0.687  0.7594],True,0.70868,0.029343919301961056
0.4,forest_hyperparams_2,True,[0.7406 0.7364 0.717  0.6756 0.7536],True,0.7246400000000001,0.02718452500964472
0.4,forest_hyperparams_2,True,[0.7612 0.7138 0.6508 0.7404 0.74  ],True,0.7212400000000001,0.038296193022283535
0.4,forest_hyperparams_2,True,[0.696  0.7614 0.629  0.691  0.7874],True,0.71296,0.05604803654009655
0.4,forest_hyperparams_2,True,[0.636  0.7602 0.7626 0.7518 0.739 ],True,0.7299199999999999,0.04768020134185684
0.4,forest_hyperparams_2,True,[0.783  0.659  0.6778 0.6964 0.725 ],True,0.7082400000000001,0.043269647560385774
0.4,forest_hyperparams_2,True,[0.676  0.7624 0.7324 0.6702 0.7376],True,0.7157199999999999,0.03629250060274161
0.4,forest_hyperparams_2,True,[0.721  0.7164 0.7568 0.6618 0.7174],True,0.7146799999999999,0.03039963157671487
0.4,forest_hyperparams_2,True,[0.7792 0.7758 0.7158 0.6482 0.7192],True,0.7276399999999998,0.04795821514610403
0.4,forest_hyperparams_2,True,[0.6468 0.7704 0.7636 0.746  0.6656],True,0.71848,0.05181344999129085
0.4,forest_hyperparams_2,True,[0.7366 0.7734 0.6932 0.6724 0.6898],True,0.7130799999999999,0.036834027746093664
0.4,forest_hyperparams_2,True,[0.8112 0.6354 0.7526 0.6908 0.7384],True,0.7256800000000001,0.05927435870593624
0.4,forest_hyperparams_2,True,[0.8338 0.6726 0.6528 0.8116 0.6208],True,0.71832,0.08709779331303405
0.4,forest_hyperparams_2,True,[0.771  0.6886 0.6404 0.7004 0.7446],True,0.7090000000000001,0.04540361219110218
0.4,forest_hyperparams_2,True,[0.7672 0.7352 0.7726 0.6874 0.6636],True,0.7251999999999998,0.0432068513085598
0.4,forest_hyperparams_2,True,[0.7354 0.8014 0.699  0.7816 0.5732],True,0.71812,0.08078520656654903
0.4,forest_hyperparams_2,True,[0.7876 0.7098 0.6744 0.7056 0.667 ],True,0.7088800000000001,0.04278141652633767
0.4,forest_hyperparams_2,True,[0.7754 0.7618 0.6868 0.6338 0.7354],True,0.7186400000000001,0.052109484741263735
0.4,forest_hyperparams_2,True,[0.7202 0.6728 0.702  0.7278 0.7652],True,0.7176,0.030420256409175832
0.4,forest_hyperparams_2,True,[0.6606 0.717  0.7692 0.712  0.7168],True,0.7151200000000001,0.03438944023970146
0.4,forest_hyperparams_2,True,[0.7956 0.6048 0.6986 0.7176 0.705 ],True,0.70432,0.060738468864468424
0.4,forest_hyperparams_2,True,[0.7708 0.74   0.637  0.7416 0.6806],True,0.7140000000000001,0.04839123887647434
0.4,forest_hyperparams_2,True,[0.6934 0.7502 0.7402 0.6348 0.7974],True,0.7232000000000001,0.05518376572869958
0.4,forest_hyperparams_2,True,[0.7102 0.7756 0.6928 0.681  0.7708],True,0.7260800000000001,0.03960820117096963
0.4,forest_hyperparams_2,True,[0.7918 0.6758 0.6778 0.6808 0.6604],True,0.6973199999999999,0.047763182473532916
0.4,forest_hyperparams_2,True,[0.748  0.6718 0.7066 0.7628 0.723 ],True,0.72244,0.031930775123695354
0.4,forest_hyperparams_2,True,[0.6612 0.7646 0.6762 0.7772 0.7536],True,0.7265600000000001,0.048063857523091086
0.4,forest_hyperparams_2,True,[0.7386 0.6862 0.7282 0.6564 0.7192],True,0.70572,0.030270936556373668
0.4,forest_hyperparams_2,True,[0.668  0.6694 0.7518 0.6982 0.7702],True,0.7115199999999999,0.042216887616213485
0.4,forest_hyperparams_2,True,[0.6694 0.7266 0.6798 0.7546 0.715 ],True,0.7090799999999999,0.031131617368842256
0.4,forest_hyperparams_2,True,[0.7884 0.8052 0.6492 0.6616 0.6118],True,0.70324,0.07831162365830502
0.4,forest_hyperparams_2,True,[0.6386 0.7066 0.7712 0.6906 0.7496],True,0.71132,0.04645593180639046
0.4,forest_hyperparams_2,True,[0.71   0.7638 0.7228 0.7272 0.6446],True,0.7136799999999999,0.03889361901392048
0.4,forest_hyperparams_2,True,[0.7018 0.6714 0.7102 0.7432 0.742 ],True,0.71372,0.02688601123260942
0.4,forest_hyperparams_2,True,[0.728  0.6444 0.6788 0.7564 0.784 ],True,0.71832,0.05076149721984173
0.4,forest_hyperparams_2,True,[0.769  0.6774 0.7152 0.7524 0.6366],True,0.71012,0.04848927304053959
0.4,forest_hyperparams_2,True,[0.8252 0.6674 0.7486 0.6704 0.7276],True,0.7278399999999999,0.058072974781734725
0.4,forest_hyperparams_2,True,[0.729  0.7326 0.719  0.6306 0.7928],True,0.7208,0.05201876584464492
0.4,forest_hyperparams_2,True,[0.6838 0.7632 0.6772 0.7302 0.7796],True,0.7268,0.04106950206661872
0.4,forest_hyperparams_2,True,[0.7066 0.7822 0.7478 0.7224 0.6448],True,0.7207600000000001,0.045780240278967516
0.4,forest_hyperparams_2,True,[0.6552 0.6768 0.7502 0.7854 0.7454],True,0.7226,0.048715172174590544
0.4,forest_hyperparams_2,True,[0.7512 0.7258 0.7018 0.7318 0.7148],True,0.7250800000000001,0.016586548766997906
0.4,forest_hyperparams_2,True,[0.7218 0.655  0.7166 0.7034 0.7824],True,0.7158399999999999,0.040798509776706286
0.4,forest_hyperparams_2,True,[0.7174 0.7138 0.7188 0.7142 0.6446],True,0.7017599999999999,0.02864245799508135
0.4,forest_hyperparams_2,True,[0.7908 0.5924 0.7926 0.7264 0.705 ],True,0.72144,0.07324036045787866
0.4,forest_hyperparams_2,True,[0.6856 0.718  0.6756 0.7368 0.7726],True,0.7177199999999999,0.03516170644323168
0.4,forest_hyperparams_2,True,[0.7576 0.7348 0.6518 0.712  0.73  ],True,0.7172400000000001,0.03580489352029967
0.4,forest_hyperparams_2,True,[0.6642 0.8482 0.7162 0.6676 0.6434],True,0.7079200000000001,0.0740904960166956
0.4,forest_hyperparams_2,True,[0.7608 0.7624 0.7062 0.7408 0.6684],True,0.72772,0.035916703634938416
0.4,forest_hyperparams_2,True,[0.7498 0.7164 0.7592 0.644  0.6952],True,0.7129199999999999,0.041419917913969866
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
0.4,forest_hyperparams_2,True,[0.6874 0.7084 0.7856 0.7172 0.7056],False,0.7208399999999999,0.03380044970115042
